CustomerID,FirstName,LastName,AddressLine1,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AveMonthSpend,BikeBuyer
1649,Yolanda,Xie,"74, rue de Terre Neuve",Les Ulis,Essonne,France,91940,1 (11) 500 555-0135,1965-08-24,Partial College,Clerical,F,S,1,1,2,2,49480,59,1
1650,Kelvin,Becker,"157, rue de l´Esplanade",Paris,Seine (Paris),France,75008,1 (11) 500 555-0124,1965-03-06,Partial College,Clerical,M,S,1,1,2,2,66944,91,1
1651,Summer,Smith,"15, rue de Terre Neuve",Saint Ouen,Loir et Cher,France,41100,1 (11) 500 555-0117,1965-08-02,Partial College,Clerical,F,S,1,1,2,2,44652,59,1
1652,Gerald,Gonzalez,Auf dem Ufer 764,Münster,Saarland,Germany,48001,1 (11) 500 555-0137,1965-03-28,Bachelors ,Skilled Manual,M,M,1,0,0,1,63165,72,1
1653,Angela,Torres,Zimmerstr 466,Solingen,Nordrhein-Westfalen,Germany,42651,1 (11) 500 555-0187,1965-11-28,Bachelors ,Skilled Manual,F,M,1,0,0,1,55935,47,0
1654,Bridget,Nara,Winter der Böck 8,Bottrop,Nordrhein-Westfalen,Germany,46236,1 (11) 500 555-0120,1964-07-06,Partial College,Clerical,F,S,1,2,2,2,52235,68,1
1655,Brittney,Lu,5511 Cape Cod Way,Reading,England,United Kingdom,RG7 5H7,1 (11) 500 555-0116,1964-11-02,Bachelors ,Skilled Manual,F,M,1,0,0,1,58274,51,0
1656,Adam,Baker,"6, rue du Départ",Drancy,Seine Saint Denis,France,93700,1 (11) 500 555-0118,1963-02-26,Partial College,Clerical,M,S,1,2,2,2,60485,96,1
1657,Johnny,Raji,Galeriestr 2829,Frankfurt,Bayern,Germany,91480,1 (11) 500 555-0145,1977-06-06,High School,Manual,M,S,0,1,0,0,14969,58,0
1658,Brandy,Sai,"151, rue Jean Mermoz",Orleans,Loiret,France,45000,1 (11) 500 555-0175,1979-09-26,High School,Manual,F,S,1,2,4,4,18543,63,0
1659,Teresa,Carlson,Westheimer Straße 6,Stuttgart,Saarland,Germany,70452,1 (11) 500 555-0159,1979-02-04,Partial College,Clerical,F,S,1,1,3,3,45751,68,1
1661,Reginald,Romero,3462 Melody,Lancaster,England,United Kingdom,LA1 1LN,1 (11) 500 555-0188,1963-05-23,Bachelors ,Skilled Manual,M,M,1,0,0,1,45136,77,0
1662,Philip,Diaz,7158 Waterview Place,Leeds,England,United Kingdom,LE18,1 (11) 500 555-0148,1963-02-03,Bachelors ,Skilled Manual,M,M,1,0,0,1,57980,80,1
1663,Rosa,Lin,544 Magda Way,London,England,United Kingdom,W1N 9FA,1 (11) 500 555-0161,1963-04-07,Bachelors ,Skilled Manual,F,M,1,0,0,1,56316,44,0
1664,Raul,Kumar,7942 Palms,Warrington,England,United Kingdom,WA3 7BH,1 (11) 500 555-0154,1963-08-17,Bachelors ,Skilled Manual,M,M,1,0,0,1,67285,75,0
1665,Adriana,Mehta,Altendorfer Straße 390,Berlin,Hessen,Germany,14111,1 (11) 500 555-0116,1962-04-21,Partial College,Clerical,F,S,1,1,0,1,41177,45,0
1668,Robyn,Jimenez,170 Minert Rd.,London,England,United Kingdom,W1X3SE,1 (11) 500 555-0110,1962-03-25,Bachelors ,Skilled Manual,F,M,1,1,0,1,40761,45,0
1669,Melinda,Ortega,"2, rue Henri Gagnon",Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0128,1978-02-11,Partial College,Clerical,F,S,1,2,3,3,50333,67,1
1670,Caleb,Zhang,Auf Der Steige 77,Paderborn,Nordrhein-Westfalen,Germany,33098,1 (11) 500 555-0177,1978-08-25,Partial College,Clerical,M,S,1,1,4,4,57789,116,1
1671,Michelle,Townsend,5109 C Northwood Dr,Billericay,England,United Kingdom,CM11,1 (11) 500 555-0165,1978-05-03,Partial College,Clerical,F,S,1,2,4,4,52264,71,1
1672,Brandy,Martinez,5195 Graham Street,Reading,England,United Kingdom,RG7 5H7,1 (11) 500 555-0177,1976-03-24,High School,Manual,F,M,0,1,0,0,21909,42,0
1676,Alisha,Tang,"55, rue de la Cavalerie",Boulogne-sur-Mer,Pas de Calais,France,62200,1 (11) 500 555-0137,1976-03-25,High School,Manual,F,M,0,1,0,0,25073,41,0
1677,Tyrone,Munoz,Alderweg 1845,Bonn,Nordrhein-Westfalen,Germany,53131,1 (11) 500 555-0122,1976-09-19,Partial High School,Manual,M,S,0,1,0,0,11850,55,0
1680,Mandar,Samant,1005 Valley Oak Plaza,London,England,United Kingdom,SW6 SBY,129-555-0100,1974-09-18,Partial High School,Manual,F,S,0,2,0,0,16155,36,0
1681,Kirk,Nason,1246 Amaryl Drive,London,England,United Kingdom,W1N 9FA,1 (11) 500 555-0190,1974-09-05,Partial High School,Manual,F,S,0,2,0,0,21409,42,0
1684,Alexander,Williams,7169 Jane Ct.,Sedro Woolley,Washington,United States,98284,133-555-0141,1959-05-05,Graduate Degree,Skilled Manual,M,M,1,0,0,4,100621,80,0
1685,Gilbert,Sun,7264 Ambush Dr..,Beverly Hills,California,United States,90210,131-555-0171,1972-09-14,High School,Skilled Manual,M,M,1,3,4,4,41412,114,1
1686,Elijah,Nelson,5841 Longview Rd.,Los Angeles,California,United States,90012,185-555-0178,1972-07-16,Graduate Degree,Skilled Manual,M,M,1,0,0,0,71292,74,0
1687,Luis,Hayes,"344, rue Descartes",Port Hammond,British Columbia,Canada,V6B 3P7,682-555-0116,1973-09-11,Graduate Degree,Skilled Manual,M,S,0,0,0,0,67666,66,1
1688,Isabella,Edwards,5438 Sharon Place,Burbank,California,United States,91502,674-555-0178,1973-11-14,Graduate Degree,Skilled Manual,F,S,1,0,0,1,58491,46,0
1689,Eduardo,Allen,4497 Near Dr,San Carlos,California,United States,94070,518-555-0162,1973-03-27,Graduate Degree,Skilled Manual,M,M,1,0,0,1,86109,78,0
1690,Stephanie,Bailey,174 Kim Court,Coronado,California,United States,92118,278-555-0183,1971-11-06,Graduate Degree,Skilled Manual,F,S,1,0,0,1,87356,52,0
1692,Jonathan,Anderson,8673 Mt. Wilson Way,San Francisco,California,United States,94109,470-555-0179,1971-08-15,Graduate Degree,Skilled Manual,M,M,1,0,0,1,100052,85,0
1694,Brendan,Pal,2673 Peterson Place,Bellflower,California,United States,90706,810-555-0165,1971-02-13,Graduate Degree,Skilled Manual,M,M,1,0,1,1,108745,98,0
1695,Melissa,Barnes,927 Parkside Dr,Lake Oswego,Oregon,United States,97034,358-555-0111,1971-10-09,Graduate Degree,Skilled Manual,F,M,1,0,1,1,88316,63,0
1696,James,Adams,1086 Clayton Road,Portland,Oregon,United States,97205,331-555-0189,1971-11-27,Graduate Degree,Skilled Manual,M,M,1,0,1,1,99065,98,0
1699,Brian,Peterson,1284 Poppy Pl.,Royal Oak,British Columbia,Canada,V8X,427-555-0137,1972-04-10,Graduate Degree,Skilled Manual,M,M,1,0,1,1,100217,97,0
1700,Brittany,Foster,2546 Woodchuck Pl,Redwood City,California,United States,94063,442-555-0178,1972-04-04,Graduate Degree,Professional,F,M,1,0,0,2,88942,50,0
1705,Madeline,Campbell,9790 Fruitwood Drive,Burbank,California,United States,91502,846-555-0142,1970-09-09,Bachelors ,Skilled Manual,F,M,1,0,1,1,61175,55,0
1706,Carlos,Ward,1372 Quartermaster,Palo Alto,California,United States,94303,548-555-0166,1970-06-05,Graduate Degree,Professional,M,M,1,0,0,1,119395,86,0
1707,Robert,Adams,1519 Sheffield Place,W. Linn,Oregon,United States,97068,529-555-0126,1969-02-12,Bachelors ,Skilled Manual,M,M,1,0,2,2,55240,103,0
1709,John,Sandstone,2286 Sunset Way,Cliffside,British Columbia,Canada,V8Y 1L1,114-555-0100,1969-10-02,Bachelors ,Skilled Manual,F,S,1,0,2,2,53927,51,1
1710,Thomas,Jai,2743 Veale Ave,Chula Vista,California,United States,91910,906-555-0113,1969-02-19,Bachelors ,Skilled Manual,M,M,1,0,2,2,57769,100,0
1711,Alexandra,Sanchez,3758 Springwood Way,Lynnwood,Washington,United States,98036,701-555-0143,1969-09-10,Graduate Degree,Professional,F,M,1,0,0,1,99859,56,1
1712,Philip,Ramos,7492 Duckhorn Court,Burien,Washington,United States,98168,145-555-0145,1971-08-19,Graduate Degree,Professional,M,M,1,0,0,1,114822,83,0
1713,Julia,Bryant,8895 Margo Dr.,Kirkland,Washington,United States,98033,345-555-0135,1971-11-23,Graduate Degree,Professional,F,M,1,0,0,1,99744,53,0
1714,Tyler,Clark,1117 Diablo View Road,Renton,Washington,United States,98055,587-555-0118,1971-03-12,Graduate Degree,Professional,M,M,1,0,0,1,123242,81,1
1715,Kelsey,Shan,5291 Juliet Court,Berkeley,California,United States,94704,369-555-0128,1971-05-25,Graduate Degree,Professional,F,M,1,0,0,1,92160,54,0
1718,Benjamin,Moore,8065 Sand Point Road,Renton,Washington,United States,98055,145-555-0170,1968-02-23,Bachelors ,Skilled Manual,M,M,1,0,2,2,99027,115,0
1719,Jill,Miller,9425 Calle Verde Dr.,Port Hammond,British Columbia,Canada,V6B 3P7,788-555-0113,1967-04-11,Bachelors ,Professional,F,S,0,1,0,0,63266,45,1
1720,Kaitlyn,Alexander,5826 Norman Avenue,Puyallup,Washington,United States,98371,461-555-0157,1967-03-20,Bachelors ,Professional,F,S,0,1,0,0,51725,45,0
1721,Natalie,Ross,4019 Shadow Lane,Port Hammond,British Columbia,Canada,V6B 3P7,184-555-0116,1970-05-23,Graduate Degree,Professional,F,M,1,0,0,1,83329,46,0
1722,Vanessa,Russell,2260 Discovery Bay,Woodburn,Oregon,United States,97071,874-555-0157,1970-03-02,Graduate Degree,Professional,F,M,1,0,0,4,86602,57,0
1723,Brooke,Murphy,182 Perry Way,Santa Monica,California,United States,90401,125-555-0164,1970-02-13,Graduate Degree,Professional,F,M,1,0,0,2,112726,49,0
1724,Carlos,Hill,4200 Greenbrook Dr.,Langford,British Columbia,Canada,V9,307-555-0171,1967-07-10,Bachelors ,Skilled Manual,M,S,0,1,2,2,92484,100,1
1727,Jennifer,Sanders,6488 Dublin Blvd.,Palo Alto,California,United States,94303,670-555-0184,1966-03-16,Bachelors ,Skilled Manual,F,S,1,0,3,3,73528,72,1
1730,Mackenzie,Blue,4363 Galindo Street,Burbank,California,United States,91502,954-555-0112,1966-08-13,Graduate Degree,Professional,F,M,1,0,0,0,89361,52,0
1731,Sara,Murphy,9967 Stroer Lane,Lakewood,California,United States,90712,373-555-0178,1966-07-18,Graduate Degree,Professional,F,M,1,0,0,4,96197,57,1
1733,Vanessa,Bryant,4650 Peachwillow,Corvallis,Oregon,United States,97330,571-555-0127,1969-03-05,Graduate Degree,Professional,F,M,1,0,0,5,105554,52,0
1734,Jodi,Shan,"35, rue de Longchamp",Les Ulis,Essonne,France,91940,1 (11) 500 555-0195,1945-01-05,High School,Professional,F,M,0,2,1,5,78378,54,0
1735,Ann,Fernandez,9892 N. Spoonwood Ct.,Chula Vista,California,United States,91910,145-555-0155,1969-10-05,Graduate Degree,Professional,F,S,1,2,5,5,80963,93,1
1736,Tyler,Johnson,375 Hillview Drive,Colma,California,United States,94014,723-555-0125,1969-11-10,Graduate Degree,Professional,M,M,1,3,5,5,125170,160,1
1737,Jonathan,Hall,3919 Bayview Circle,Colma,California,United States,94014,973-555-0119,1969-02-10,Graduate Degree,Professional,M,M,0,3,5,5,98334,157,1
1738,Jason,Foster,1472 South Creek Drive,Lincoln Acres,California,United States,91950,779-555-0194,1969-11-12,Graduate Degree,Professional,M,S,1,0,0,3,138275,80,0
1739,Robert,Hill,3830 York Dr.,Newport Beach,California,United States,92625,652-555-0153,1969-05-04,Graduate Degree,Professional,M,M,1,0,0,3,144346,89,0
1740,Renee,Moreno,6743 E. Leland,Cliffside,British Columbia,Canada,V8Y 1L1,641-555-0114,1965-03-27,Bachelors ,Professional,F,S,1,1,0,0,61595,42,0
1741,Megan,Wilson,9444 Camelback Ct.,Seattle,Washington,United States,98104,773-555-0164,1965-01-04,Bachelors ,Professional,F,S,0,1,0,0,44512,47,0
1742,Edward,Parker,2693 Dance Court,Spokane,Washington,United States,99202,174-555-0127,1965-02-08,Bachelors ,Professional,M,S,0,1,0,0,91411,74,1
1743,Steven,Rogers,7202 Sun View Court,Santa Monica,California,United States,90401,120-555-0163,1965-03-24,Bachelors ,Skilled Manual,M,M,1,2,3,3,127139,131,1
1745,Morgan,Harris,7384 Ironwood Drive.,Downey,California,United States,90241,667-555-0172,1965-11-15,Bachelors ,Skilled Manual,F,S,1,2,3,3,93730,76,1
1746,Caleb,Perez,5154 Brannan Pl.,Grossmont,California,United States,91941,178-555-0156,1965-02-17,Bachelors ,Skilled Manual,M,S,1,3,3,3,128056,123,1
1748,Jessica,Bailey,4453 Bannock Ct.,N. Vancouver,British Columbia,Canada,V7L 4J4,601-555-0134,1965-03-24,Graduate Degree,Professional,F,M,1,1,0,0,98252,53,0
1749,Seth,Allen,3079 Ricardo,Puyallup,Washington,United States,98371,198-555-0172,1965-12-04,Graduate Degree,Professional,M,M,1,1,0,0,111936,87,1
1750,Isaiah,Sanchez,5340 Greenwood Circle,Bellflower,California,United States,90706,100-555-0137,1964-02-17,Bachelors ,Professional,M,S,0,1,0,0,65697,71,1
1751,Adam,Kumar,6975 Ridgewood Drive,Glendale,California,United States,91203,592-555-0113,1964-10-02,Bachelors ,Skilled Manual,M,M,1,2,5,5,78129,147,1
1752,Morgan,Rivera,1127 Wellington Avenue,Salem,Oregon,United States,97301,164-555-0143,1964-12-19,Bachelors ,Skilled Manual,F,S,1,3,5,5,47828,80,1
1753,Mary,Adams,7971 Calle Verde Drive,Milwaukie,Oregon,United States,97222,388-555-0172,1964-10-15,Bachelors ,Skilled Manual,F,S,1,3,5,5,42576,73,1
1754,Blake,Simmons,1680 I St.,W. Linn,Oregon,United States,97068,639-555-0126,1963-12-06,Bachelors ,Professional,M,S,0,1,0,0,76957,74,1
1756,Catherine,Cooper,174 MacArthur Avenue,Spokane,Washington,United States,99202,450-555-0149,1963-11-12,Graduate Degree,Professional,F,S,1,0,2,3,88006,69,0
1757,Theresa,Hernandez,618 Oak Street,Burlingame,California,United States,94010,783-555-0197,1962-09-10,Bachelors ,Professional,F,S,1,1,0,1,72524,51,0
1760,Jennifer,Campbell,4589 Mori Court,Spokane,Washington,United States,99202,537-555-0144,1962-07-27,Bachelors ,Professional,F,S,0,1,0,1,86106,44,1
1761,Sydney,Carter,873 Winding Lane,Shawnee,British Columbia,Canada,V8Z 4N5,338-555-0183,1962-05-24,Bachelors ,Professional,F,S,1,1,0,1,100854,52,0
1762,Kimberly,Murphy,222 Dancing Road,Beaverton,Oregon,United States,97005,668-555-0114,1962-05-15,Partial College,Skilled Manual,F,M,1,1,0,1,71236,52,0
1763,Jennifer,Edwards,9242 St George Dr.,Newport Beach,California,United States,92625,226-555-0117,1962-04-22,Partial College,Skilled Manual,F,M,1,1,0,1,74725,54,0
1765,Xavier,Russell,8858 Via Doble,Sooke,British Columbia,Canada,V0,292-555-0140,1962-05-14,Partial College,Skilled Manual,M,M,1,1,0,1,77996,83,0
1766,Cody,Bell,89 Ancona Ct.,National City,California,United States,91950,416-555-0119,1961-09-19,High School,Skilled Manual,M,M,1,3,3,4,76165,119,1
1767,Dennis,Zhu,5149 Atchinson Stage Ct.,Beverly Hills,California,United States,90210,558-555-0129,1961-03-09,High School,Skilled Manual,M,M,1,3,3,4,64022,114,1
1768,Fernando,Rodriguez,8240 Clear Court,Lincoln Acres,California,United States,91950,338-555-0117,1961-04-10,High School,Skilled Manual,M,M,1,2,2,4,50628,94,1
1769,Paige,Butler,6736 Redbird Lane,W. Linn,Oregon,United States,97068,458-555-0135,1961-12-19,Partial College,Skilled Manual,F,M,1,1,0,1,74674,52,0
1770,Richard,Rodriguez,9639 M St.,Vancouver,British Columbia,Canada,V7L 4J4,274-555-0181,1960-06-02,High School,Skilled Manual,M,M,0,2,2,4,44055,97,0
1771,Angela,Powell,5613 Gary Drive,Vancouver,British Columbia,Canada,V7L 4J4,384-555-0196,1960-07-17,High School,Skilled Manual,F,S,1,2,2,4,28792,48,0
1773,Carolyn,Suri,6831 Boxwood Drive,Cliffside,British Columbia,Canada,V8Y 1L1,255-555-0127,1967-06-22,Partial College,Skilled Manual,F,S,0,1,0,0,80467,48,0
1774,Adrian,Howard,9623 Dennis Circle,Redmond,Washington,United States,98052,341-555-0183,1967-03-12,Partial College,Skilled Manual,M,S,1,1,0,0,78351,75,1
1776,Marcus,Wilson,6891 Ham Drive,Coronado,California,United States,92118,914-555-0180,1967-04-18,Graduate Degree,Professional,M,S,0,1,0,0,116554,80,1
1778,Danielle,James,5673 Arlington Circle,Burbank,California,United States,91502,485-555-0144,1928-11-15,High School,Skilled Manual,F,M,0,2,0,3,13689,34,0
1781,Joe,Sanz,6696 Park Highlands Blvd.,Burlingame,California,United States,94010,729-555-0156,1959-04-16,Graduate Degree,Professional,M,S,1,0,0,3,126181,81,1
1782,Gabriella,Carter,6854 Muir Road,Imperial Beach,California,United States,91932,962-555-0178,1958-12-21,Bachelors ,Professional,F,M,1,1,0,1,83216,56,0
1783,Adam,Young,2534 Coggins Drive,Royal Oak,British Columbia,Canada,V8X,156-555-0183,1958-02-06,Bachelors ,Professional,M,M,1,1,0,1,103846,86,0
1786,Barbara,Goel,8885 Riber Ash Court,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0137,1969-01-26,Graduate Degree,Management,F,S,1,0,0,1,105929,48,1
1787,Carly,Goel,4348 Via Romero,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0118,1969-11-13,Graduate Degree,Management,F,M,1,0,0,1,110801,57,0
1789,Jésus,Serrano,7468 Lindley Ct.,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0170,1968-03-12,Bachelors ,Professional,M,M,1,1,2,2,114121,114,1
1790,Ernest,Zeng,4620 Kane Circle,Perth,South Australia,Australia,6006,1 (11) 500 555-0128,1968-10-21,Bachelors ,Professional,M,M,1,1,2,2,101376,110,0
1791,Xavier,Henderson,8604 Dolores Way,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0125,1968-12-26,Bachelors ,Professional,M,M,1,1,2,2,92227,107,0
1792,Nina,Xie,5666 Hazelnut Lane,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0115,1968-05-11,Bachelors ,Professional,F,M,1,1,2,2,84626,66,0
1793,Mayra,Mehta,2098 Crown Ct,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0111,1968-01-11,Bachelors ,Professional,F,S,0,1,2,2,87729,65,0
1795,Clarence,Zhang,3093 Roland Drive,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0167,1969-09-06,Graduate Degree,Management,M,S,1,1,0,1,186552,88,0
1797,Jill,Hernandez,6465 S. 97th Street,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0197,1967-01-20,Graduate Degree,Management,F,M,1,2,5,5,119205,99,1
1799,Desiree,Alvarez,3818 Landana Drive,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0147,1966-08-15,Graduate Degree,Management,F,M,0,3,5,5,114540,106,1
1801,Brooke,Ward,8250 Levee Rd,Townsville,Queensland,Australia,4810,1 (11) 500 555-0180,1965-10-05,Bachelors ,Professional,F,S,0,1,2,2,88206,69,0
1802,Alberto,Muñoz,1962 Race Road,Geelong,Victoria,Australia,3220,1 (11) 500 555-0148,1965-07-09,Bachelors ,Professional,M,M,1,1,3,3,98544,125,1
1803,Mindy,She,448 Roanoke Dr.,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0174,1965-03-11,Bachelors ,Professional,F,M,1,1,3,3,88563,82,1
1805,Anne,Ortega,9327 Greenbrook Dr.,Geelong,Victoria,Australia,3220,1 (11) 500 555-0122,1965-05-04,Bachelors ,Professional,F,S,0,1,0,0,94790,48,0
1807,Vincent,Ye,7509 San Cristobal,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0146,1964-11-08,Bachelors ,Professional,M,M,0,1,4,4,108713,137,1
1808,James,Clark,5124 Palmer Rd.,Edmonds,Washington,United States,98020,336-555-0177,1968-07-13,Bachelors ,Management,M,M,1,2,0,2,121964,89,0
1809,Rebecca,Parker,8138 Brook Way,Lake Oswego,Oregon,United States,97034,936-555-0190,1968-07-11,Bachelors ,Management,F,S,0,3,0,2,110255,59,1
1812,Brendan,Xie,7700 The Alameda,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0134,1944-10-11,High School,Skilled Manual,M,M,1,4,0,5,41626,65,0
1813,Destiny,Murphy,2012 Reisling Court,San Carlos,California,United States,94070,875-555-0171,1979-03-01,Partial College,Skilled Manual,F,S,1,1,0,0,65957,41,0
1814,Madalena,Sanchez,6537 N Ranchford Court,Lavender Bay,New South Wales,Australia,2060,749-555-0100,1945-05-10,Partial High School,Clerical,M,M,1,2,1,2,26788,76,0
1815,Kendra,Diaz,3712 Kirker Pass Road,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0188,1946-07-09,Partial College,Clerical,F,S,1,2,0,2,44271,34,0
1816,Dominique,Raman,6787 Terra Calitina,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0152,1947-02-27,High School,Skilled Manual,F,S,1,2,0,4,21479,37,0
1817,Marc,Moreno,6556 Gilly Lane,Seaford,Victoria,Australia,3198,1 (11) 500 555-0122,1947-03-09,Partial College,Clerical,M,M,0,2,0,2,51276,67,0
1818,Reginald,Serrano,2310 Donegal Way,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0118,1947-11-19,Partial College,Clerical,M,M,0,2,0,2,49705,74,0
1819,Colleen,Zheng,9474 Rose Street,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0174,1948-04-15,Partial High School,Clerical,F,S,1,2,1,2,18561,42,0
1821,Dalton,Thompson,5489 Patterson Blvd.,Lynnwood,Washington,United States,98036,644-555-0185,1977-09-17,Partial College,Skilled Manual,M,S,1,1,0,0,64465,71,1
1823,Hunter,Shan,6671 Santa Barbara,Lemon Grove,California,United States,91945,653-555-0115,1977-02-16,Partial College,Skilled Manual,M,S,0,2,0,0,76181,73,0
1825,Xavier,Gonzalez,8475 Riverwood Circle,Oakland,California,United States,94611,544-555-0195,1976-11-20,Partial College,Skilled Manual,M,S,0,2,0,0,91113,71,0
1826,Kelsey,Yuan,3029 Delta View Ln.,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0116,1949-02-27,Partial High School,Clerical,F,S,1,2,1,2,18390,44,0
1827,Kristy,Torres,8957 Royal Ann Lane,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0130,1950-11-03,Partial College,Clerical,F,M,0,2,0,3,44608,51,0
1828,Virginia,Subram,393 Yellowood Lane,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0115,1950-02-03,Partial College,Clerical,F,S,1,2,0,3,41804,41,0
1832,Roy,Gonzalez,3627 Creekside Drive,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0129,1951-09-20,High School,Skilled Manual,M,M,1,2,0,3,50919,66,0
1833,Cameron,Brown,7900 Pacheco St.,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0131,1951-11-05,High School,Skilled Manual,M,M,0,2,0,3,41158,71,0
1834,Alison,Pal,1178 Sandy Blvd.,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0149,1951-09-21,High School,Skilled Manual,F,M,1,2,0,3,35713,46,0
1836,Katrina,Jai,5332 Bonifacio St,Geelong,Victoria,Australia,3220,1 (11) 500 555-0147,1952-01-23,High School,Skilled Manual,F,M,0,2,0,3,32958,46,0
1838,Jonathan,Rodriguez,734 Clayton Rd.,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0113,1952-10-05,High School,Skilled Manual,M,M,1,2,0,3,59577,74,0
1839,Alexis,Hayes,6111 Newcastle Road,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0125,1952-06-26,Partial College,Skilled Manual,F,M,1,2,0,2,52979,46,0
1840,Autumn,Wang,7256 St. Paul Circle,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0134,1953-07-06,Partial College,Skilled Manual,F,M,0,2,0,3,35089,45,0
1841,Dennis,Zeng,3184 Roskelley Dr.,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0135,1953-12-19,Partial College,Skilled Manual,M,M,0,2,0,3,65946,74,0
1842,Ethan,Jones,671 Deerwood Court,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0142,1954-11-27,Partial College,Skilled Manual,M,S,0,2,0,2,121433,77,1
1843,Jared,Morris,9593 Delaware Dr.,Beaverton,Oregon,United States,97005,849-555-0125,1975-11-11,Partial College,Skilled Manual,M,S,0,2,0,0,51065,61,0
1845,Bryce,Ward,5898 Heritage Oaks,Burien,Washington,United States,98168,732-555-0112,1975-09-17,Partial College,Skilled Manual,M,M,1,2,0,0,61371,77,0
1847,Ramon,Huang,623 Chestnut Ave,Chula Vista,California,United States,91910,144-555-0194,1975-08-16,High School,Skilled Manual,M,M,1,2,0,0,48893,67,0
1848,Keith,Deng,4551 Thistle Circle,Colma,California,United States,94014,439-555-0122,1975-02-15,High School,Skilled Manual,M,M,1,2,0,0,46737,73,0
1851,Eduardo,Williams,1542 Orangewood Dr,Olympia,Washington,United States,98501,694-555-0193,1974-07-09,High School,Skilled Manual,M,S,1,2,0,0,53794,72,0
1852,Jessica,Johnson,8060 Roslyn Drive,Olympia,Washington,United States,98501,156-555-0112,1974-03-14,High School,Skilled Manual,F,S,1,2,0,0,33843,43,0
1854,Carson,Perry,6545 N Ridgewood Dr.,Lake Oswego,Oregon,United States,97034,284-555-0145,1974-09-25,High School,Skilled Manual,M,S,0,2,0,0,64061,68,0
1855,Olivia,Garcia,4605 Springvale Court,Burien,Washington,United States,98168,819-555-0179,1974-11-25,High School,Skilled Manual,F,S,1,2,0,0,49787,45,0
1856,Alexandria,Morris,7320 Blocking Circle,Bellflower,California,United States,90706,862-555-0112,1974-02-18,High School,Skilled Manual,F,S,0,2,0,0,51501,42,0
1858,Emma,Clark,3709 Leonard Ct.,Lake Oswego,Oregon,United States,97034,155-555-0135,1973-10-18,Partial College,Skilled Manual,F,S,1,2,0,0,71088,49,0
1860,Emma,Rogers,6277 Greenview Court,Lebanon,Oregon,United States,97355,580-555-0168,1973-11-02,Partial College,Professional,F,S,1,2,0,0,80133,50,0
1861,Sydney,Lopez,3782 Fox Way,Santa Cruz,California,United States,95062,920-555-0185,1976-01-12,Partial College,Professional,F,M,1,2,0,0,70930,50,0
1862,Grace,Hughes,6835 Lynwood Drive,Spring Valley,California,United States,91977,867-555-0182,1976-09-12,Partial College,Professional,F,M,1,2,0,0,76234,54,0
1863,Kelvin,Lin,8394 Lincoln Drive,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0197,1955-04-11,High School,Skilled Manual,M,M,0,2,0,2,120236,79,0
1864,Alejandro,Goel,9383 Ashmount Way,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0117,1956-05-24,High School,Skilled Manual,M,S,0,2,0,2,79583,72,1
1865,Michele,Chande,4041 Jam Way,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0188,1956-01-22,High School,Skilled Manual,F,S,1,2,0,2,70357,45,1
1866,Edwin,Bhat,4779 Scenic Dr.,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0137,1957-02-26,High School,Professional,M,S,0,2,0,2,126267,77,1
1867,Denise,Mehta,2242 Panoramic Ave,Perth,South Australia,Australia,6006,1 (11) 500 555-0164,1957-05-18,High School,Professional,F,S,0,2,0,2,100725,51,0
